Generation,Fitness
0,0.9623485092437548
1,0.9623485092437548
2,0.9705378833536688
3,0.9978022476433097
4,1.0335106647920929
5,1.0408284366599019
6,1.0877472375042718
7,1.0877472375042718
8,1.0993282132235218
9,1.0993282132235218
10,1.1223505455368636
11,1.1223505455368636
12,1.1223505455368636
13,1.1621084065079585
14,1.1621084065079585
15,1.1621084065079585
