Generation,Fitness
0,0.9623485092437548
1,0.9705215175565264
2,0.9705215175565264
3,0.9705215175565264
4,1.0336011532098606
5,1.1016028799158826
6,1.1016028799158826
7,1.1016028799158826
8,1.1016028799158826
9,1.1066896306615077
10,1.1066896306615077
11,1.108815042208632
12,1.108815042208632
13,1.108815042208632
14,1.108815042208632
15,1.108815042208632
