Generation,Fitness
0,0.9623485092437548
1,0.9731765944459745
2,0.9867417682799374
3,0.9969985537420194
4,1.0328531815178263
5,1.0505258527547665
6,1.0505258527547665
7,1.0567232204161605
8,1.0762829697424345
9,1.1011769910128217
10,1.1011769910128217
11,1.1011769910128217
12,1.1011769910128217
13,1.1011769910128217
14,1.1011769910128217
15,1.1067993301897405
